COUNTRY;Ano;Divida_Percentual_PIB;Divida_Absoluta_EUR;Divida_Absoluta_USD
Ireland;1984;94.7869;24.9;
Ireland;1985;97.5462;27.8;
Ireland;1986;108.4391;30.6;
Ireland;1987;109.5188;32.5;
Ireland;1988;105.3824;33.7;
Ireland;1989;96.2952;34.8;
Ireland;1990;90.3362;35.1;
Ireland;1991;91.666;37.0;
Ireland;1992;88.7592;39.3;
Ireland;1993;91.2459;41.0;
Ireland;1994;85.9664;41.3;
Ireland;1995;78.6371;41.3;
Ireland;1996;69.9345;44.4;
Ireland;1997;61.5777;43.6;
Ireland;1998;51.414;41.4;
Ireland;1999;46.5704;43.2;
Ireland;2000;36.4016;39.5;
Ireland;2001;33.5568;41.0;
Ireland;2002;30.8736;42.0;
Ireland;2003;29.8188;43.4;
Ireland;2004;28.0871;43.9;
Ireland;2005;26.0537;44.4;
Ireland;2006;23.6452;43.7;
Ireland;2007;23.9424;47.2;
Ireland;2008;42.5137;79.6;
Ireland;2009;61.7541;104.7;
Ireland;2010;86.1351;144.2;
Ireland;2011;109.4282;189.7;
Ireland;2012;118.7302;210.0;
Ireland;2013;117.4946;215.2;
Ireland;2014;101.2764;203.4;
Ireland;2015;73.9967;201.7;
Ireland;2016;72.6397;200.6;
Ireland;2017;65.2341;201.3;
Ireland;2018;61.4716;205.8;
Ireland;2019;55.9243;203.4;
Ireland;2020;57.007;217.9;
Ireland;2021;52.5642;236.1;
Ireland;2022;43.1493;224.8;
Ireland;2023;43.2833;220.7;
Ireland;2024;41.5557;217.7;
Ireland;2025;38.3495;213.3;
Ireland;2026;36.7797;215.5;
Italy;1960;31.7222;;
Italy;1961;29.8648;;
Italy;1962;28.7243;;
Italy;1963;26.7858;;
Italy;1964;26.6171;;
Italy;1965;27.6472;;
Italy;1966;32.2993;;
Italy;1967;31.8738;;
Italy;1968;34.2302;;
Italy;1969;34.8413;;
Italy;1970;35.7766;39.4;
Italy;1971;40.416;48.0;
Italy;1972;45.9063;56.8;
Italy;1973;48.8105;66.2;
Italy;1974;48.5119;76.5;
Italy;1975;54.7423;101.7;
Italy;1976;54.4349;102.4;
Italy;1977;53.4769;113.3;
Italy;1978;57.5131;134.3;
Italy;1979;56.3298;158.6;
Italy;1980;54.2665;181.4;
Italy;1981;56.5292;211.6;
Italy;1982;61.0334;265.2;
Italy;1983;67.0259;328.0;
Italy;1984;72.2966;404.9;
Italy;1985;78.0334;451.7;
Italy;1986;81.951;541.4;
Italy;1987;85.6825;589.3;
Italy;1988;87.2344;663.3;
Italy;1989;89.5424;754.9;
Italy;1990;91.3757;839.6;
Italy;1991;94.5379;947.8;
Italy;1992;101.0719;920.7;
Italy;1993;110.7187;972.9;
Italy;1994;116.6175;1036.7;
Italy;1995;119.0877;1096.6;
Italy;1996;118.8964;1260.4;
Italy;1997;116.4905;1271.9;
Italy;1998;113.8868;1299.7;
Italy;1999;113.0585;1331.3;
Italy;2000;108.7428;1353.6;
Italy;2001;108.513;1420.0;
Italy;2002;105.9475;1436.1;
Italy;2003;105.1408;1471.3;
Italy;2004;104.7376;1526.4;
Italy;2005;106.171;1591.6;
Italy;2006;106.2486;1657.3;
Italy;2007;103.4497;1677.7;
Italy;2008;105.7782;1738.7;
Italy;2009;116.1112;1839.3;
Italy;2010;118.7169;1920.8;
Italy;2011;119.0856;1973.7;
Italy;2012;125.849;2055.0;
Italy;2013;131.7795;2136.5;
Italy;2014;134.6837;2203.3;
Italy;2015;134.6545;2239.7;
Italy;2016;134.0869;2286.0;
Italy;2017;133.5762;2330.2;
Italy;2018;133.9889;2382.0;
Italy;2019;133.6392;2410.9;
Italy;2020;154.2881;2576.6;
Italy;2021;145.7347;2685.2;
Italy;2022;138.3491;2762.9;
Italy;2023;134.7936;2868.4;
Italy;2024;136.5627;2972.4;
Italy;2025;138.2173;3097.4;
Italy;2026;139.2769;3215.6;
Japan;1970;10.6419;22.6;
Japan;1971;11.7947;28.6;
Japan;1972;15.6052;45.3;
Japan;1973;15.2812;54.0;
Japan;1974;16.0718;65.2;
Japan;1975;20.3204;90.0;
Japan;1976;25.947;138.2;
Japan;1977;30.9279;207.2;
Japan;1978;39.1287;318.5;
Japan;1979;43.6755;297.1;
Japan;1980;48.7146;466.1;
Japan;1981;53.1128;608.6;
Japan;1982;58.117;733.5;
Japan;1983;64.2939;999.8;
Japan;1984;66.1719;1177.8;
Japan;1985;68.3152;1304.8;
Japan;1986;74.2981;1547.3;
Japan;1987;76.4093;1788.3;
Japan;1988;72.3619;1967.7;
Japan;1989;65.6758;1639.1;
Japan;1990;62.9799;1577.3;
Japan;1991;62.4362;1829.7;
Japan;1992;66.9336;2228.3;
Japan;1993;72.6271;2946.0;
Japan;1994;83.4323;3475.2;
Japan;1995;94.2299;3625.0;
Japan;1996;99.1941;3642.4;
Japan;1997;104.8312;3965.8;
Japan;1998;116.0459;4688.1;
Japan;1999;129.0302;6632.6;
Japan;2000;135.6473;6792.7;
Japan;2001;144.4434;6658.6;
Japan;2002;154.2849;6505.3;
Japan;2003;160.0697;6210.4;
Japan;2004;168.9246;6403.8;
Japan;2005;174.5947;6693.6;
Japan;2006;174.1426;5938.7;
Japan;2007;172.9511;5655.1;
Japan;2008;180.8507;7567.6;
Japan;2009;198.8068;7389.4;
Japan;2010;205.8793;9579.2;
Japan;2011;219.1617;10880.4;
Japan;2012;226.0928;9959.8;
Japan;2013;229.4507;8065.3;
Japan;2014;233.2812;8333.6;
Japan;2015;228.2784;9370.7;
Japan;2016;232.4212;10253.0;
Japan;2017;231.3208;9476.1;
Japan;2018;232.3803;10278.1;
Japan;2019;236.3781;10815.0;
Japan;2020;258.3735;11023.1;
Japan;2021;253.6527;10761.5;
Japan;2022;256.2596;10234.2;
Japan;2023;249.669;9468.2;
Japan;2024;249.7571;9297.9;
Japan;2025;249.536;9583.6;
Japan;2026;249.9033;9817.5;
Latvia;1995;14.3319;0.56;
Latvia;1996;13.6452;0.62;
Latvia;1997;10.9422;0.62;
Latvia;1998;9.2716;0.57;
Latvia;1999;12.4137;0.9;
Latvia;2000;12.3799;1.01;
Latvia;2001;14.1095;1.3;
Latvia;2002;13.4399;1.25;
Latvia;2003;14.7592;1.41;
Latvia;2004;15.2161;1.63;
Latvia;2005;12.3899;1.64;
Latvia;2006;10.5715;1.74;
Latvia;2007;8.9147;1.94;
Latvia;2008;19.4699;4.51;
Latvia;2009;37.9889;6.96;
Latvia;2010;48.6342;8.54;
Latvia;2011;46.5888;8.95;
Latvia;2012;44.0483;9.36;
Latvia;2013;41.7741;9.17;
Latvia;2014;43.0789;9.82;
Latvia;2015;38.2791;9.09;
Latvia;2016;41.7341;10.22;
Latvia;2017;40.3296;10.49;
Latvia;2018;38.3044;10.78;
Latvia;2019;37.9108;11.21;
Latvia;2020;44.037;12.87;
Latvia;2021;45.8718;14.81;
Latvia;2022;44.4246;16.04;
Latvia;2023;44.9895;17.58;
Latvia;2024;48.0681;19.25;
Latvia;2025;50.2983;20.92;
Latvia;2026;51.5781;22.35;
Lithuania;1995;11.447;0.59;
Lithuania;1996;13.8383;0.93;
Lithuania;1997;15.2989;1.41;
Lithuania;1998;16.4675;1.59;
Lithuania;1999;22.5983;2.48;
Lithuania;2000;23.4653;2.91;
Lithuania;2001;22.8793;3.19;
Lithuania;2002;22.1315;3.37;
Lithuania;2003;20.3588;3.4;
Lithuania;2004;18.5908;3.4;
Lithuania;2005;17.6399;3.7;
Lithuania;2006;17.2999;4.15;
Lithuania;2007;15.8769;4.61;
Lithuania;2008;14.5705;4.76;
Lithuania;2009;27.9108;7.53;
Lithuania;2010;36.6943;10.15;
Lithuania;2011;37.4336;11.63;
Lithuania;2012;39.9035;13.26;
Lithuania;2013;38.8564;13.55;
Lithuania;2014;40.7238;14.83;
Lithuania;2015;42.4159;15.88;
Lithuania;2016;39.7899;15.45;
Lithuania;2017;39.1259;16.54;
Lithuania;2018;33.3462;15.32;
Lithuania;2019;35.5938;17.53;
Lithuania;2020;45.8821;23.06;
Lithuania;2021;43.2879;24.54;
Lithuania;2022;38.0583;25.67;
Lithuania;2023;37.3449;27.56;
Lithuania;2024;38.2587;29.89;
Lithuania;2025;40.9822;34.11;
Lithuania;2026;44.5772;39.06;
Luxembourg;1970;27.5828;0.39;
Luxembourg;1971;27.753;0.41;
Luxembourg;1972;24.6571;0.42;
Luxembourg;1973;20.0716;0.44;
Luxembourg;1974;16.3385;0.45;
Luxembourg;1975;17.7859;0.44;
Luxembourg;1976;16.1373;0.52;
Luxembourg;1977;16.3362;0.55;
Luxembourg;1978;15.0883;0.57;
Luxembourg;1979;13.9501;0.56;
Luxembourg;1980;13.5576;0.58;
Luxembourg;1981;14.1341;0.64;
Luxembourg;1982;14.011;0.65;
Luxembourg;1983;14.8173;0.74;
Luxembourg;1984;14.7501;0.85;
Luxembourg;1985;14.0514;0.86;
Luxembourg;1986;13.623;0.94;
Luxembourg;1987;11.9075;0.86;
Luxembourg;1988;9.4832;0.75;
Luxembourg;1989;7.7636;0.72;
Luxembourg;1990;6.4199;0.65;
Luxembourg;1991;5.5556;0.63;
Luxembourg;1992;6.5668;0.82;
Luxembourg;1993;8.2022;1.12;
Luxembourg;1994;7.5266;1.14;
Luxembourg;1995;10.1336;1.61;
Luxembourg;1996;9.955;1.61;
Luxembourg;1997;9.4661;1.63;
Luxembourg;1998;9.0795;1.65;
Luxembourg;1999;8.0748;1.66;
Luxembourg;2000;7.4941;1.72;
Luxembourg;2001;7.6232;1.82;
Luxembourg;2002;7.4479;1.86;
Luxembourg;2003;7.4346;1.95;
Luxembourg;2004;7.8299;2.21;
Luxembourg;2005;7.9502;2.41;
Luxembourg;2006;8.2051;2.8;
Luxembourg;2007;8.0918;3.05;
Luxembourg;2008;14.6275;5.85;
Luxembourg;2009;15.2852;5.97;
Luxembourg;2010;19.0896;8.09;
Luxembourg;2011;18.5031;8.2;
Luxembourg;2012;20.8491;9.7;
Luxembourg;2013;22.4007;11.0;
Luxembourg;2014;21.8504;11.32;
Luxembourg;2015;21.1151;11.43;
Luxembourg;2016;19.5885;11.01;
Luxembourg;2017;21.7909;12.68;
Luxembourg;2018;20.9038;12.57;
Luxembourg;2019;22.3619;13.96;
Luxembourg;2020;24.4853;15.8;
Luxembourg;2021;24.374;17.64;
Luxembourg;2022;24.607;19.08;
Luxembourg;2023;25.5479;20.26;
Luxembourg;2024;27.4553;22.9;
Luxembourg;2025;27.632;24.29;
Luxembourg;2026;27.4575;25.38;
Malta;1995;34.2519;0.97;
Malta;1996;38.5101;1.18;
Malta;1997;46.4702;1.57;
Malta;1998;50.7493;1.79;
Malta;1999;61.7981;2.44;
Malta;2000;61.1452;2.65;
Malta;2001;65.1662;2.99;
Malta;2002;63.3695;2.93;
Malta;2003;69.0082;3.27;
Malta;2004;71.2102;3.45;
Malta;2005;70.1507;3.61;
Malta;2006;64.5452;3.47;
Malta;2007;62.0367;3.58;
Malta;2008;61.5247;3.84;
Malta;2009;66.0453;4.15;
Malta;2010;65.0323;4.46;
Malta;2011;68.9383;4.85;
Malta;2012;65.6117;4.91;
Malta;2013;64.9299;5.28;
Malta;2014;60.7177;5.43;
Malta;2015;55.013;5.62;
Malta;2016;53.1068;5.77;
Malta;2017;45.5131;5.71;
Malta;2018;41.3939;5.66;
Malta;2019;39.1958;5.72;
Malta;2020;48.6739;6.98;
Malta;2021;49.6221;8.27;
Malta;2022;49.3957;9.01;
Malta;2023;47.415;9.79;
Malta;2024;49.7525;11.07;
Malta;2025;50.4421;12.0;
Malta;2026;50.215;12.72;
Montenegro;2002;74.9959;1.03;
Montenegro;2003;39.8786;0.608;
Montenegro;2004;44.9042;0.757;
Montenegro;2005;38.2228;0.7;
Montenegro;2006;32.3143;0.701;
Montenegro;2007;27.4141;0.737;
Montenegro;2008;28.8303;0.895;
Montenegro;2009;38.0844;1.14;
Montenegro;2010;40.6612;1.271;
Montenegro;2011;45.4395;1.484;
Montenegro;2012;53.4185;1.7;
Montenegro;2013;57.4873;1.933;
Montenegro;2014;59.9117;2.072;
Montenegro;2015;66.1867;2.419;
Montenegro;2016;64.3896;2.546;
Montenegro;2017;64.1717;2.759;
Montenegro;2018;;;
Montenegro;2019;76.5307;3.789;
Montenegro;2020;105.3374;4.409;
Montenegro;2021;82.5413;4.09;
Montenegro;2022;67.966;4.026;
Montenegro;2023;57.2518;3.987;
Montenegro;2024;63.2008;4.772;
Montenegro;2025;62.5428;5.16;
Montenegro;2026;65.4926;5.814;
Netherlands;1975;38.7105;31.4;
Netherlands;1976;38.505;40.1;
Netherlands;1977;38.3484;42.9;
Netherlands;1978;39.4781;49.1;
Netherlands;1979;41.1948;54.3;
Netherlands;1980;43.46;60.5;
Netherlands;1981;46.8001;71.5;
Netherlands;1982;52.3272;87.2;
Netherlands;1983;58.2959;100.8;
Netherlands;1984;61.7372;113.4;
Netherlands;1985;66.9453;130.1;
Netherlands;1986;68.7193;144.4;
Netherlands;1987;71.0497;152.4;
Netherlands;1988;73.5661;162.6;
Netherlands;1989;73.619;176.7;
Netherlands;1990;73.7835;185.9;
Netherlands;1991;73.5213;196.6;
Netherlands;1992;74.2649;216.1;
Netherlands;1993;75.3499;228.8;
Netherlands;1994;72.7197;235.5;
Netherlands;1995;73.0426;251.9;
Netherlands;1996;71.2575;248.2;
Netherlands;1997;65.7071;240.3;
Netherlands;1998;62.6901;247.5;
Netherlands;1999;58.6105;246.2;
Netherlands;2000;52.1636;235.9;
Netherlands;2001;49.4224;238.7;
Netherlands;2002;48.7006;244.9;
Netherlands;2003;49.8121;256.5;
Netherlands;2004;50.1026;266.3;
Netherlands;2005;49.5871;274.3;
Netherlands;2006;44.9672;264.2;
Netherlands;2007;42.7475;266.2;
Netherlands;2008;54.3584;354.0;
Netherlands;2009;56.2961;354.8;
Netherlands;2010;58.9034;378.8;
Netherlands;2011;61.173;401.3;
Netherlands;2012;65.7005;432.5;
Netherlands;2013;67.1731;447.1;
Netherlands;2014;67.1777;455.9;
Netherlands;2015;63.8101;446.1;
Netherlands;2016;60.8924;438.5;
Netherlands;2017;55.9944;420.4;
Netherlands;2018;51.5576;405.9;
Netherlands;2019;47.5826;394.8;
Netherlands;2020;53.3478;435.6;
Netherlands;2021;50.4313;449.6;
Netherlands;2022;48.3453;480.5;
Netherlands;2023;45.0982;481.5;
Netherlands;2024;43.3187;489.8;
Netherlands;2025;44.3481;524.5;
Netherlands;2026;46.5674;571.9;
North Macedonia;1999;30.4552;1.105;
North Macedonia;2000;45.5607;1.864;
North Macedonia;2001;45.2143;1.872;
North Macedonia;2002;40.4644;1.713;
North Macedonia;2003;36.4612;1.598;
North Macedonia;2004;34.5801;1.584;
North Macedonia;2005;36.7448;1.853;
North Macedonia;2006;30.5838;1.673;
North Macedonia;2007;23.4638;1.43;
North Macedonia;2008;20.4826;1.384;
North Macedonia;2009;23.6045;1.6;
North Macedonia;2010;24.0677;1.711;
North Macedonia;2011;27.742;2.094;
North Macedonia;2012;33.6794;2.556;
North Macedonia;2013;34.0092;2.775;
North Macedonia;2014;38.104;3.27;
North Macedonia;2015;38.064;3.454;
North Macedonia;2016;39.8849;3.859;
North Macedonia;2017;39.4345;3.964;
North Macedonia;2018;40.425;4.344;
North Macedonia;2019;40.4514;4.557;
North Macedonia;2020;50.8457;5.516;
North Macedonia;2021;51.3679;6.08;
North Macedonia;2022;49.5905;6.581;
North Macedonia;2023;49.7052;7.256;
North Macedonia;2024;57.4759;8.828;
North Macedonia;2025;56.3662;9.271;
North Macedonia;2026;55.849;9.873;
Norway;2000;28.5267;52.3;
Norway;2001;27.0994;53.4;
Norway;2002;33.709;72.5;
Norway;2003;41.7343;80.6;
Norway;2004;42.9556;93.3;
Norway;2005;41.5797;104.0;
Norway;2006;52.2088;141.0;
Norway;2007;49.3377;146.3;
Norway;2008;47.0435;126.5;
Norway;2009;42.1314;123.8;
Norway;2010;42.5424;142.1;
Norway;2011;28.8475;104.5;
Norway;2012;29.9316;121.5;
Norway;2013;30.6964;113.4;
Norway;2014;28.4647;99.5;
Norway;2015;33.1925;108.2;
Norway;2016;36.9976;126.9;
Norway;2017;37.5091;126.7;
Norway;2018;38.8639;139.7;
Norway;2019;39.892;145.5;
Norway;2020;45.1774;149.4;
Norway;2021;41.3717;179.1;
Norway;2022;36.5058;198.2;
Norway;2023;44.3032;202.1;
Norway;2024;41.6256;189.0;
Norway;2025;39.5607;184.5;
Norway;2026;37.3694;182.5;
Poland;1995;47.3383;50.5;
Poland;1996;42.1756;50.8;
Poland;1997;42.0905;56.9;
Poland;1998;38.2376;57.0;
Poland;1999;38.7531;63.1;
Poland;2000;36.2283;70.7;
Poland;2001;37.0787;83.3;
Poland;2002;41.5662;84.2;
Poland;2003;46.4071;83.9;
Poland;2004;44.9085;103.1;
Poland;2005;46.4742;119.6;
Poland;2006;47.0976;132.0;
Poland;2007;44.4275;147.1;
Poland;2008;46.5594;144.7;
Poland;2009;49.6898;166.5;
Poland;2010;53.7375;194.9;
Poland;2011;54.7708;192.1;
Poland;2012;54.4631;216.9;
Poland;2013;56.8493;224.1;
Poland;2014;51.1003;204.5;
Poland;2015;51.0298;216.6;
Poland;2016;54.1288;229.0;
Poland;2017;50.4398;241.1;
Poland;2018;48.2307;240.8;
Poland;2019;45.2054;245.7;
Poland;2020;56.5847;293.2;
Poland;2021;53.0136;306.9;
Poland;2022;48.7859;323.2;
Poland;2023;49.7181;389.7;
Poland;2024;54.6594;461.9;
Poland;2025;58.8875;538.4;
Poland;2026;62.3861;605.7;
Portugal;1973;14.2698;1.8;
Portugal;1974;14.1872;2.1;
Portugal;1975;20.1366;3.4;
Portugal;1976;25.7664;4.6;
Portugal;1977;28.2349;4.7;
Portugal;1978;31.4037;5.1;
Portugal;1979;35.2141;6.3;
Portugal;1980;31.0468;7.4;
Portugal;1981;39.3043;11.1;
Portugal;1982;42.9874;11.9;
Portugal;1983;46.6937;13.1;
Portugal;1984;51.2628;16.1;
Portugal;1985;59.3929;19.6;
Portugal;1986;59.7698;21.6;
Portugal;1987;57.2166;22.5;
Portugal;1988;56.8103;26.4;
Portugal;1989;55.3556;29.1;
Portugal;1990;56.0191;34.6;
Portugal;1991;58.5108;42.1;
Portugal;1992;52.5534;43.1;
Portugal;1993;57.3899;44.4;
Portugal;1994;60.2306;50.8;
Portugal;1995;62.2148;56.5;
Portugal;1996;63.3122;61.1;
Portugal;1997;58.7155;59.6;
Portugal;1998;55.6157;61.9;
Portugal;1999;55.4056;66.3;
Portugal;2000;54.1931;69.6;
Portugal;2001;57.3802;77.9;
Portugal;2002;60.0437;85.6;
Portugal;2003;63.8973;93.3;
Portugal;2004;67.0995;102.2;
Portugal;2005;72.2491;114.6;
Portugal;2006;73.6794;122.5;
Portugal;2007;72.728;127.6;
Portugal;2008;75.6425;135.5;
Portugal;2009;87.7991;154.0;
Portugal;2010;100.0754;180.0;
Portugal;2011;114.2591;201.5;
Portugal;2012;128.8489;217.2;
Portugal;2013;131.2886;224.1;
Portugal;2014;132.8386;230.1;
Portugal;2015;131.4134;235.7;
Portugal;2016;131.5827;245.2;
Portugal;2017;126.4261;247.2;
Portugal;2018;121.5919;249.3;
Portugal;2019;116.5451;250.0;
Portugal;2020;134.0964;269.6;
Portugal;2021;123.8782;268.2;
Portugal;2022;111.2317;271.4;
Portugal;2023;97.9297;261.8;
Portugal;2024;95.7229;270.1;
Portugal;2025;92.9419;273.9;
Portugal;2026;90.5409;278.4;
Romania;1995;6.6118;1.5;
Romania;1996;10.6229;2.3;
Romania;1997;15.0595;4.3;
Romania;1998;16.8006;4.9;
Romania;1999;21.7219;6.5;
Romania;2000;22.4866;7.5;
Romania;2001;25.8694;10.9;
Romania;2002;24.8208;10.8;
Romania;2003;22.1093;10.3;
Romania;2004;18.9452;11.8;
Romania;2005;15.9051;12.4;
Romania;2006;12.4236;12.6;
Romania;2007;11.9492;14.1;
Romania;2008;12.3316;16.5;
Romania;2009;21.7739;27.3;
Romania;2010;28.9614;36.7;
Romania;2011;32.3448;43.9;
Romania;2012;35.3745;49.4;
Romania;2013;37.7813;53.4;
Romania;2014;39.1367;58.4;
Romania;2015;37.7113;59.4;
Romania;2016;37.8339;62.7;
Romania;2017;35.2623;64.5;
Romania;2018;34.3755;70.7;
Romania;2019;34.9622;78.0;
Romania;2020;46.6116;102.4;
Romania;2021;48.339;116.5;
Romania;2022;47.896;134.5;
Romania;2023;48.8856;157.6;
Romania;2024;52.2306;186.3;
Romania;2025;56.0743;217.0;
Romania;2026;59.6972;250.2;
Serbia;2000;663.8807;52.27;
Serbia;2001;341.8518;52.16;
Serbia;2002;241.6647;45.36;
Serbia;2003;202.949;40.36;
Serbia;2004;182.7335;36.31;
Serbia;2005;174.69;38.76;
Serbia;2006;160.1989;45.34;
Serbia;2007;150.3816;49.8;
Serbia;2008;25.7513;8.78;
Serbia;2009;29.7609;9.85;
Serbia;2010;37.8994;12.16;
Serbia;2011;42.9497;15.43;
Serbia;2012;52.4524;18.3;
Serbia;2013;55.1353;20.66;
Serbia;2014;64.675;23.22;
Serbia;2015;68.3698;25.26;
Serbia;2016;66.2046;25.19;
Serbia;2017;56.3285;23.55;
Serbia;2018;52.1426;23.32;
Serbia;2019;50.5175;24.35;
Serbia;2020;57.2876;28.09;
Serbia;2021;54.467;30.46;
Serbia;2022;52.9016;33.63;
Serbia;2023;48.4;36.42;
Serbia;2024;48.4743;39.66;
Serbia;2025;48.1829;42.82;
Serbia;2026;48.0466;46.4;
Slovakia;1995;21.3125;3.3;
Slovakia;1996;30.3393;5.09;
Slovakia;1997;32.8247;6.32;
Slovakia;1998;33.7815;6.31;
Slovakia;1999;47.0002;9.56;
Slovakia;2000;50.4982;10.95;
Slovakia;2001;51.1993;12.37;
Slovakia;2002;45.367;12.27;
Slovakia;2003;43.5237;13.12;
Slovakia;2004;41.8769;14.98;
Slovakia;2005;34.8768;13.95;
Slovakia;2006;31.4339;15.5;
Slovakia;2007;30.3371;17.19;
Slovakia;2008;28.613;19.62;
Slovakia;2009;36.3838;23.31;
Slovakia;2010;40.6375;27.93;
Slovakia;2011;43.2502;30.98;
Slovakia;2012;51.6741;38.1;
Slovakia;2013;54.5827;40.74;
Slovakia;2014;53.3474;40.84;
Slovakia;2015;51.5244;41.41;
Slovakia;2016;52.0467;42.48;
Slovakia;2017;51.2856;43.57;
Slovakia;2018;49.1885;44.41;
Slovakia;2019;47.9184;45.31;
Slovakia;2020;58.4082;55.09;
Slovakia;2021;60.167;61.35;
Slovakia;2022;57.6799;63.5;
Slovakia;2023;56.0514;68.9;
Slovakia;2024;58.8758;77.28;
Slovakia;2025;59.7969;83.37;
Slovakia;2026;61.7936;90.78;
Slovenia;1995;18.228;2.79;
Slovenia;1996;21.5979;3.54;
Slovenia;1997;22.0968;3.92;
Slovenia;1998;22.8205;4.43;
Slovenia;1999;23.8171;4.92;
Slovenia;2000;26.0854;5.48;
Slovenia;2001;26.324;6.04;
Slovenia;2002;27.6823;6.71;
Slovenia;2003;27.0275;6.94;
Slovenia;2004;27.1005;7.43;
Slovenia;2005;26.5885;7.69;
Slovenia;2006;26.2075;8.2;
Slovenia;2007;22.9373;8.01;
Slovenia;2008;21.892;8.26;
Slovenia;2009;34.9355;12.52;
Slovenia;2010;38.6017;13.92;
Slovenia;2011;46.8069;17.22;
Slovenia;2012;54.0378;19.42;
Slovenia;2013;70.808;25.52;
Slovenia;2014;81.0817;30.22;
Slovenia;2015;83.3571;32.09;
Slovenia;2016;79.3639;31.76;
Slovenia;2017;74.8214;31.89;
Slovenia;2018;70.9295;32.25;
Slovenia;2019;65.9359;31.75;
Slovenia;2020;80.1699;37.47;
Slovenia;2021;74.832;38.93;
Slovenia;2022;72.7388;41.39;
Slovenia;2023;68.3942;43.74;
Slovenia;2024;67.1017;44.81;
Slovenia;2025;64.3773;45.72;
Slovenia;2026;63.0991;47.27;
Spain;1970;14.2539;5.7;
Spain;1971;14.88;6.7;
Spain;1972;13.5661;7.2;
Spain;1973;11.97;7.9;
Spain;1974;11.4806;9.3;
Spain;1975;11.7212;11.2;
Spain;1976;11.514;11.9;
Spain;1977;12.5346;12.8;
Spain;1978;12.662;16.3;
Spain;1979;14.2608;21.7;
Spain;1980;15.9987;25.7;
Spain;1981;19.5902;34.7;
Spain;1982;24.4145;43.2;
Spain;1983;29.499;55.7;
Spain;1984;35.3824;79.6;
Spain;1985;40.2712;90.6;
Spain;1986;41.5868;103.6;
Spain;1987;41.901;117.2;
Spain;1988;38.3881;126.5;
Spain;1989;39.754;148.8;
Spain;1990;41.4822;173.6;
Spain;1991;42.2394;195.2;
Spain;1992;44.6109;207.7;
Spain;1993;55.6134;233.7;
Spain;1994;58.216;255.1;
Spain;1995;61.5864;295.6;
Spain;1996;65.442;324.3;
Spain;1997;64.2863;331.6;
Spain;1998;62.3547;346.4;
Spain;1999;60.8531;362.2;
Spain;2000;57.8405;374.6;
Spain;2001;54.0522;378.9;
Spain;2002;51.2368;384.1;
Spain;2003;47.6869;382.8;
Spain;2004;45.3327;389.9;
Spain;2005;42.3952;393.5;
Spain;2006;39.019;392.1;
Spain;2007;35.6981;384.7;
Spain;2008;39.6088;440.6;
Spain;2009;53.0792;569.5;
Spain;2010;60.2661;649.2;
Spain;2011;69.5284;743.0;
Spain;2012;89.5604;927.8;
Spain;2013;100.0003;1025.7;
Spain;2014;104.4176;1084.8;
Spain;2015;102.4422;1113.7;
Spain;2016;101.9665;1145.1;
Spain;2017;101.1443;1183.4;
Spain;2018;99.7183;1208.9;
Spain;2019;97.5788;1223.4;
Spain;2020;119.2791;1346.9;
Spain;2021;115.6968;1429.4;
Spain;2022;109.4986;1504.1;
Spain;2023;105.1424;1575.4;
Spain;2024;102.2598;1625.8;
Spain;2025;101.2587;1687.9;
Spain;2026;101.1439;1755.2;
Sweden;1970;25.2109;9.2;
Sweden;1971;25.5179;10.0;
Sweden;1972;25.3761;10.8;
Sweden;1973;24.7496;11.9;
Sweden;1974;25.0246;14.2;
Sweden;1975;24.345;16.1;
Sweden;1976;22.6917;18.7;
Sweden;1977;24.6032;18.0;
Sweden;1978;28.4401;22.5;
Sweden;1979;32.5885;28.4;
Sweden;1980;36.9199;38.1;
Sweden;1981;44.4372;47.8;
Sweden;1982;52.9976;53.0;
Sweden;1983;56.3972;67.6;
Sweden;1984;57.5388;80.6;
Sweden;1985;57.0564;82.5;
Sweden;1986;56.7251;83.0;
Sweden;1987;50.2073;76.4;
Sweden;1988;44.8995;78.6;
Sweden;1989;40.3928;75.7;
Sweden;1990;38.7097;77.3;
Sweden;1991;46.4532;102.5;
Sweden;1992;58.4643;112.6;
Sweden;1993;66.1082;117.7;
Sweden;1994;68.5015;131.7;
Sweden;1995;68.7649;150.6;
Sweden;1996;69.0068;156.6;
Sweden;1997;66.612;156.2;
Sweden;1998;65.8084;149.4;
Sweden;1999;60.4513;160.0;
Sweden;2000;50.3345;137.3;
Sweden;2001;51.8749;139.7;
Sweden;2002;49.7081;141.4;
Sweden;2003;49.3119;146.7;
Sweden;2004;48.5246;152.0;
Sweden;2005;48.7541;152.0;
Sweden;2006;43.6537;150.5;
Sweden;2007;38.993;136.8;
Sweden;2008;37.722;117.7;
Sweden;2009;40.9406;132.7;
Sweden;2010;38.339;151.9;
Sweden;2011;37.395;155.5;
Sweden;2012;37.6931;163.6;
Sweden;2013;40.4405;173.7;
Sweden;2014;45.3354;191.3;
Sweden;2015;44.0306;202.8;
Sweden;2016;42.3661;195.3;
Sweden;2017;41.8004;194.6;
Sweden;2018;39.8701;186.3;
Sweden;2019;35.6938;172.0;
Sweden;2020;40.139;200.8;
Sweden;2021;36.6855;195.6;
Sweden;2022;33.629;177.3;
Sweden;2023;31.4894;176.1;
Sweden;2024;32.7762;183.0;
